Rk,Player,Pos,Squad,Age,Club,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,-additional_-9999,Standard_Sh,Standard_SoT,Performance_TklW,Performance_Int,Playing Time_Min_play
128,Gilson Benchimol,FW,cv Cabo Verde,24-200,1.ru Akron Tolyatti,2001,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,eae26fce,0.0,0.0,0.0,0.0,78.0
129,Ramy Bensebaini,DF,dz Algeria,31-092,1.de Dortmund,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,378825c7,2.0,0.0,6.0,7.0,360.0
130,Nabil Bentaleb,MF,dz Algeria,31-235,1.fr Lille,1994,4,3,285,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3189f61a,1.0,0.0,4.0,3.0,285.0
131,Rodrigo Bentancur,MF,uy Uruguay,29-022,1.eng Tottenham,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,3b8674e6,4.0,0.0,5.0,7.0,270.0
132,Patrick Berg,MF,no Norway,28-235,1.no Bodø/Glimt,1997,6,4,445,4.9,0,2,2,0,0,0,1,0,0.0,0.4,0.4,0.0,0.4,Matches,e4114f5d,3.0,0.0,7.0,2.0,445.0
133,Sander Berge,MF,no Norway,28-153,1.eng Fulham,1998,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d0b6129f,0.0,0.0,4.0,9.0,480.0
134,Lucas Bergvall,MF,se Sweden,20-165,1.eng Tottenham,2006,4,1,181,2.0,0,1,1,0,0,0,1,0,0.0,0.5,0.5,0.0,0.5,Matches,a109e5c8,2.0,0.0,2.0,2.0,181.0
135,Sebastian Berhalter,MF,us United States,25-068,1.us Vancouver,2001,5,1,187,2.1,1,1,2,1,0,0,1,0,0.48,0.48,0.96,0.48,0.96,Matches,f33ee427,3.0,1.0,0.0,3.0,187.0
136,Alexander Bernhardsson,MF,se Sweden,27-312,2.de Holstein Kiel,1998,3,3,217,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,dea1d183,1.0,1.0,2.0,2.0,217.0
137,Tyler Bindon,DF,nz New Zealand,21-171,2.eng Sheffield United,2005,3,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3575e5eb,2.0,1.0,2.0,1.0,97.0
138,César Blackman,MFDF,pa Panama,28-106,1.sk Slovan Bratislava,1998,2,2,178,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,c2b11050,2.0,1.0,0.0,1.0,178.0
139,Damián Bobadilla,MF,py Paraguay,25-006,1.br São Paulo,2001,4,2,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ad7d6437,0.0,0.0,3.0,5.0,189.0
140,Oscar Bobb,FW,no Norway,23-005,1.eng Fulham,2003,6,1,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,eed2427e,4.0,2.0,3.0,3.0,225.0
141,Moïse Bombito,DF,ca Canada,26-109,1.fr Nice,2000,3,2,193,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c2f23fc8,1.0,1.0,0.0,1.0,193.0
142,Theo Bongonda,FWMF,cd Congo DR,30-239,1.ru Spartak Moscow,1995,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0da6a13e,1.0,0.0,0.0,1.0,34.0
143,Ange-Yoan Bonny,FW,ci Côte d'Ivoire,22-265,1.it Inter,2003,4,3,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,64629ba4,1.0,1.0,2.0,1.0,234.0
144,Jordy Bos,MFDF,au Australia,23-261,1.nl Feyenoord,2002,4,4,308,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,8070a9fd,5.0,2.0,3.0,3.0,308.0
145,Ayyoub Bouaddi,MF,ma Morocco,18-288,1.fr Lille,2007,5,5,381,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8006228f,3.0,0.0,3.0,1.0,381.0
146,Hicham Boudaoui,MF,dz Algeria,26-297,1.fr Nice,1999,3,2,128,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,f9d5908e,0.0,0.0,1.0,2.0,128.0
147,Karim Boudiaf,MF,qa Qatar,35-304,1.qa Al Duhail SC,1990,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,a38f33fd,1.0,0.0,0.0,0.0,102.0
148,Adil Boulbina,FW,dz Algeria,23-076,1.qa Al Duhail SC,2003,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,12f7f264,0.0,0.0,0.0,0.0,19.0
149,Yassine Bounou,GK,ma Morocco,35-103,1.sa Al-Hilal,1991,6,6,570,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f6798fc3,0.0,0.0,0.0,0.0,570.0
150,Nawaf Boushal,DF,sa Saudi Arabia,26-304,1.sa Al-Nassr,1999,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,7dc1c2c6,0.0,0.0,0.0,1.0,91.0
151,Michael Boxall,DF,nz New Zealand,37-333,1.us Minnesota Utd,1988,3,2,207,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6bfa0d3a,0.0,0.0,1.0,2.0,207.0
152,Sultan Al-Brake,DF,qa Qatar,30-101,1.qa Al Duhail SC,1996,2,1,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,fcaa2400,0.0,0.0,1.0,2.0,141.0
153,Joshua Brenet,DF,cw Curaçao,32-119,1.tr Kayserispor,1994,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2b5527c4,0.0,0.0,4.0,1.0,179.0
154,Brian Brobbey,FW,nl Netherlands,24-166,1.eng Sunderland,2002,4,3,223,2.5,3,0,3,3,0,0,0,0,1.21,0.0,1.21,1.21,1.21,Matches,4c184730,4.0,3.0,1.0,0.0,223.0
155,Dylan Bronn,DF,tn Tunisia,31-028,1.ch Servette FC,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,edd81e2a,0.0,0.0,0.0,1.0,45.0
156,Nathaniel Brown,DF,de Germany,23-031,1.de Frankfurt,2003,3,3,282,3.1,1,1,2,1,0,0,0,0,0.32,0.32,0.64,0.32,0.64,Matches,abc79c47,3.0,2.0,6.0,2.0,282.0
157,Tajon Buchanan,MF,ca Canada,27-159,1.es Villarreal,1999,5,5,376,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3aca6420,6.0,3.0,5.0,1.0,376.0
158,Ante Budimir,FW,hr Croatia,34-360,1.es Osasuna,1991,3,2,155,1.7,1,0,1,1,0,0,0,0,0.58,0.0,0.58,0.58,0.58,Matches,8f3565b3,3.0,1.0,1.0,0.0,155.0
159,Firas Al-Buraikan,FW,sa Saudi Arabia,26-064,1.sa Al-Ahli,2000,3,3,238,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ac717a23,0.0,0.0,0.0,1.0,238.0
160,Cameron Burgess,DF,au Australia,30-269,2.eng Swansea City,1995,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,da61ca98,0.0,0.0,1.0,1.0,135.0
161,Dan Burn,DF,eng England,34-069,1.eng Newcastle,1992,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b2d31e83,0.0,0.0,0.0,0.0,35.0
162,Dženis Burnić,MF,ba Bosnia–Herz,28-056,2.de Karlsruher,1998,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0dabaf14,1.0,0.0,0.0,0.0,16.0
163,Gustavo Caballero,FWMF,py Paraguay,24-299,2.eng Portsmouth,2001,2,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,90a38ca7,1.0,1.0,2.0,0.0,96.0
164,Jovane Cabral,FW,cv Cabo Verde,28-033,1.pt Estrela,1998,2,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e34e086c,2.0,0.0,3.0,1.0,139.0
165,Liberato Cacace,DF,nz New Zealand,25-293,2.eng Wrexham,2000,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,dd86e8e4,1.0,1.0,2.0,3.0,220.0
166,Juan Cáceres,DF,py Paraguay,26-046,1.ru Dynamo Moskva,2000,5,5,436,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,db887bdf,2.0,1.0,11.0,5.0,436.0
167,Sebastián Cáceres,DF,uy Uruguay,26-333,1.mx América,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,7091c68e,3.0,0.0,1.0,2.0,270.0
168,Jordy Caicedo,FW,ec Ecuador,28-241,1.ar Huracán,1997,3,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,7fcb27d8,1.0,0.0,0.0,0.0,20.0
169,Moisés Caicedo,MF,ec Ecuador,24-257,1.eng Chelsea,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,16264a81,4.0,1.0,6.0,4.0,360.0
170,Uğurcan Çakır,GK,tr Türkiye,30-103,1.tr Galatasaray,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f63a8347,0.0,0.0,0.0,0.0,270.0
171,Hakan Çalhanoğlu,MF,tr Türkiye,32-159,1.it Inter,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,cd0fa27b,11.0,2.0,3.0,1.0,180.0
172,Lamine Camara,MF,sn Senegal,22-197,1.fr Monaco,2004,4,3,248,2.8,0,1,1,0,0,0,1,0,0.0,0.36,0.36,0.0,0.36,Matches,19c2ffa4,3.0,0.0,1.0,2.0,248.0
173,Jaminton Campaz,FWMF,co Colombia,26-054,1.ar Rosario Central,2000,3,0,75,0.8,1,0,1,1,0,0,0,0,1.2,0.0,1.2,1.2,1.2,Matches,8d5ceef2,6.0,3.0,1.0,0.0,75.0
174,İrfan Can Kahveci,MF,tr Türkiye,31-002,1.tr Kasımpaşa,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d2800f47,0.0,0.0,1.0,0.0,1.0
175,José Canale,DF,py Paraguay,29-362,1.ar Lanús,1996,4,1,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,97d24b73,0.0,0.0,6.0,1.0,161.0
176,João Cancelo,DF,pt Portugal,32-051,1.es Barcelona,1994,5,5,312,3.5,0,1,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,Matches,bd6351cd,3.0,0.0,4.0,5.0,312.0
177,Agustín Canobbio,FW,uy Uruguay,27-289,1.br Fluminense,1998,3,2,224,2.5,1,0,1,1,0,0,0,1,0.4,0.0,0.4,0.4,0.4,Matches,4f5a2f38,4.0,1.0,3.0,2.0,224.0
178,Casemiro,MF,br Brazil,34-144,1.eng Manchester Utd,1992,5,5,379,4.2,1,0,1,1,0,0,2,0,0.24,0.0,0.24,0.24,0.24,Matches,4d224fe8,4.0,2.0,5.0,6.0,379.0
179,Josué Casimir,MF,ht Haiti,24-296,1.fr Auxerre,2001,3,2,182,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,481f76cf,1.0,0.0,0.0,0.0,182.0
180,Timothy Castagne,DF,be Belgium,30-224,1.eng Fulham,1995,6,5,478,5.3,0,1,1,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,Matches,197640fd,3.0,1.0,7.0,8.0,478.0
181,Kevin Castaño,MF,co Colombia,25-291,1.ar River Plate,2000,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c393c3d9,0.0,0.0,0.0,0.0,16.0
182,Jens Castrop,MF,kr Korea Republic,22-353,1.de Gladbach,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,03fee7de,0.0,0.0,0.0,0.0,45.0
183,Zeki Çelik,DF,tr Türkiye,29-150,1.it Roma,1997,2,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,31a62dc7,1.0,1.0,3.0,1.0,163.0
184,Lukáš Červ,MF,cz Czechia,25-098,1.cz Viktoria Plzeň,2001,2,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bb4a41bc,3.0,2.0,3.0,0.0,163.0
185,Fares Chaïbi,MF,dz Algeria,23-231,1.de Frankfurt,2002,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,357103bd,9.0,3.0,5.0,3.0,360.0
186,Štěpán Chaloupek,DF,cz Czechia,23-131,1.cz Slavia Prague,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ded82b9a,0.0,0.0,0.0,2.0,90.0
187,Mouhib Chamakh,GK,tn Tunisia,24-326,1.tn Club Africain,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9627f87b,0.0,0.0,0.0,0.0,90.0
188,Firas Chaouat,FW,tn Tunisia,30-070,1.tn Club Africain,1996,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,7fa8ef98,0.0,0.0,0.0,0.0,49.0
189,Luis Chávez,MF,mx Mexico,30-183,1.ru Dynamo Moskva,1996,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e50949ea,0.0,0.0,1.0,0.0,25.0
190,Mateo Chávez,DF,mx Mexico,22-066,1.nl AZ Alkmaar,2004,1,1,77,0.9,1,0,1,1,0,0,0,0,1.17,0.0,1.17,1.17,1.17,Matches,f82246a1,1.0,1.0,1.0,0.0,77.0
191,Samir Chergui,DF,dz Algeria,27-161,1.fr Paris FC,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4b6ab1da,0.0,0.0,0.0,0.0,20.0
192,Rayan Cherki,FWMF,fr France,22-334,1.eng Manchester City,2003,6,0,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b34c63a5,1.0,1.0,1.0,1.0,85.0
193,Mathieu Choinière,MF,ca Canada,27-160,1.us LAFC,1999,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,017459bb,0.0,0.0,1.0,2.0,57.0
194,Tahith Chong,MF,cw Curaçao,26-225,2.eng Sheffield United,1999,3,3,247,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2696b6a9,4.0,2.0,0.0,1.0,247.0
195,Tomáš Chorý,FW,cz Czechia,31-172,1.cz Slavia Prague,1995,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,163bbd4a,0.0,0.0,0.0,0.0,31.0
196,Ryan Christie,MF,sct Scotland,31-145,1.eng Bournemouth,1995,3,1,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,26ce2263,2.0,0.0,3.0,2.0,95.0
197,Carney Chukwuemeka,MF,at Austria,22-270,1.de Dortmund,2003,3,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b2f9c73e,2.0,1.0,0.0,0.0,83.0
198,Mojmír Chytil,FW,cz Czechia,27-079,1.cz Slavia Prague,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,01a08323,0.0,0.0,0.0,0.0,7.0
199,Brian Cipenga,MFFW,cd Congo DR,28-128,2.es Castellón,1998,2,2,146,1.6,1,0,1,1,0,0,0,0,0.62,0.0,0.62,0.62,0.62,Matches,e4787d6f,6.0,1.0,2.0,0.0,146.0
200,Alessandro Circati,DF,au Australia,22-280,1.it Parma,2003,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,1223765c,3.0,0.0,7.0,2.0,390.0
201,Pathé Ciss,DF,sn Senegal,32-123,1.es Rayo Vallecano,1994,4,1,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9a0408b6,2.0,1.0,0.0,0.0,184.0
202,Livano Comenencia,MF,cw Curaçao,22-164,1.ch Zürich,2004,3,3,233,2.6,1,0,1,1,0,0,1,0,0.39,0.0,0.39,0.39,0.39,Matches,c9d96dc1,5.0,2.0,1.0,11.0,233.0
203,Eray Cömert,DF,ch Switzerland,28-163,1.es Valencia,1998,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,15937e17,0.0,0.0,0.0,0.0,31.0
204,Francisco Conceição,MF,pt Portugal,23-215,1.it Juventus,2002,4,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5ef3d210,2.0,0.0,2.0,0.0,126.0
205,Jhon Córdoba,FW,co Colombia,33-067,1.ru Krasnodar,1993,3,2,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9f381d8b,2.0,1.0,0.0,0.0,99.0
206,José Córdoba,DF,pa Panama,25-133,2.eng Norwich City,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bec98750,0.0,0.0,3.0,1.0,270.0
207,Derek Cornelius,DF,ca Canada,28-234,1.fr Marseille,1997,4,4,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,577744b8,5.0,1.0,3.0,2.0,315.0
208,Diogo Costa,GK,pt Portugal,26-301,1.pt Porto,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,93fffbcf,0.0,0.0,0.0,0.0,450.0
209,Nuno da Costa,FW,cv Cabo Verde,35-157,1.tr Başakşehir,1991,4,1,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,909222de,1.0,0.0,2.0,1.0,159.0
210,Samu Costa,MF,pt Portugal,25-232,1.es Mallorca,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,76c2a023,0.0,0.0,1.0,0.0,21.0
211,Vladimír Coufal,MFDF,cz Czechia,33-329,1.de Hoffenheim,1992,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,Matches,fdf3cb77,1.0,0.0,1.0,2.0,270.0
212,Thibaut Courtois,GK,be Belgium,34-067,1.es Real Madrid,1992,6,6,550,6.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1840e36d,0.0,0.0,0.0,0.0,550.0
213,Maxime Crépeau,GK,ca Canada,32-067,1.us Orlando City,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ea42e480,0.0,0.0,1.0,0.0,450.0
214,Max Crocombe,GK,nz New Zealand,32-339,2.eng Millwall,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,fdf47077,0.0,0.0,0.0,0.0,270.0
215,Pau Cubarsí,DF,es Spain,19-176,1.es Barcelona,2007,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,cc7888f3,4.0,2.0,4.0,4.0,630.0
216,Andrés Cubas,MF,py Paraguay,30-056,1.us Vancouver,1996,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,9b40a6ea,1.0,0.0,13.0,11.0,480.0
217,Cucho,FWMF,co Colombia,27-088,1.es Real Betis,1999,2,0,50,0.6,0,1,1,0,0,0,0,0,0.0,1.8,1.8,0.0,1.8,Matches,71b47ab9,1.0,0.0,0.0,0.0,50.0
218,Marc Cucurella,DF,es Spain,27-360,1.eng Chelsea,1998,7,7,630,7.0,0,2,2,0,0,0,1,0,0.0,0.29,0.29,0.0,0.29,Matches,1daec722,5.0,3.0,4.0,7.0,630.0
219,Matheus Cunha,FW,br Brazil,27-051,1.eng Manchester Utd,1999,5,4,290,3.2,3,0,3,3,0,0,0,0,0.93,0.0,0.93,0.93,0.93,Matches,dc62b55d,11.0,5.0,3.0,3.0,290.0
220,Findlay Curtis,MF,sct Scotland,19-289,1.sct Kilmarnock,2006,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,e2a68b89,0.0,0.0,0.0,0.0,9.0
221,Aymen Dahmen,GK,tn Tunisia,29-170,1.tn Ahly Sfaxien,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8bf49030,0.0,0.0,0.0,0.0,180.0
222,Diogo Dalot,DFMF,pt Portugal,27-121,1.eng Manchester Utd,1999,2,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d9565625,1.0,0.0,2.0,0.0,65.0
223,Danilo,DF,br Brazil,35-002,1.br Flamengo,1991,5,4,405,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,94b2001f,1.0,0.0,2.0,7.0,405.0
224,Kevin Danso,DF,at Austria,27-301,1.eng Tottenham,1998,4,2,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6e33125f,1.0,0.0,1.0,0.0,241.0
225,Vladimír Darida,MF,cz Czechia,35-343,1.cz Hradec Králové,1990,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3eb0f2df,1.0,0.0,0.0,1.0,54.0
226,Jonathan David,FW,ca Canada,26-184,1.it Juventus,2000,5,5,420,4.7,3,0,3,3,0,0,1,0,0.64,0.0,0.64,0.64,0.64,Matches,ce50fd99,18.0,8.0,1.0,3.0,420.0
227,Promise David,FW,ca Canada,25-014,1.be Union SG,2001,4,0,80,0.9,1,1,2,1,0,0,0,0,1.13,1.13,2.25,1.13,2.25,Matches,dbe19468,5.0,3.0,1.0,1.0,80.0
228,Alphonso Davies,DFFW,ca Canada,25-257,1.de Bayern Munich,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d781d855,0.0,0.0,0.0,0.0,16.0
229,Erick Davis,DF,pa Panama,35-108,1.pa Plaza Amador,1991,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2ffb0739,1.0,0.0,1.0,0.0,4.0
230,Nasser Al-Dawsari,MF,sa Saudi Arabia,27-210,1.sa Al-Hilal,1998,3,2,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,7709e4a6,1.0,0.0,4.0,4.0,207.0
231,Salem Al-Dawsari,MF,sa Saudi Arabia,34-332,1.sa Al-Hilal,1991,3,3,245,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,60ee859c,3.0,0.0,1.0,1.0,245.0
232,Mohammad Al-Dawud,FWMF,jo Jordan,34-096,1.jo Al-Wehdat SC,1992,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e645c3fc,0.0,0.0,0.0,0.0,3.0
233,Kevin De Bruyne,MF,be Belgium,35-019,1.it Napoli,1991,5,5,382,4.2,1,0,1,1,0,0,1,0,0.24,0.0,0.24,0.24,0.24,Matches,e46012d4,20.0,5.0,2.0,0.0,382.0
234,Maxim De Cuyper,DF,be Belgium,25-207,1.eng Brighton,2000,6,5,442,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,d494882e,10.0,6.0,2.0,6.0,442.0
235,Luc De Fougerolles,DF,ca Canada,20-278,1.eng Fulham,2005,5,4,372,4.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,45c427ff,3.0,1.0,6.0,2.0,372.0
236,Charles De Ketelaere,FWMF,be Belgium,25-129,1.it Atalanta,2001,5,5,350,3.9,3,1,4,3,0,0,0,0,0.77,0.26,1.03,0.77,1.03,Matches,2ef7c612,6.0,5.0,4.0,5.0,350.0
237,Nicolás De La Cruz,MF,uy Uruguay,29-046,1.br Flamengo,1997,3,0,86,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,8fda5c72,4.0,2.0,1.0,2.0,86.0
238,Rodrigo De Paul,MF,ar Argentina,32-054,1.us Inter Miami,1994,6,5,422,4.7,0,1,1,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,Matches,162efffd,2.0,1.0,4.0,6.0,422.0
239,Amar Dedić,DF,ba Bosnia–Herz,23-333,1.pt Benfica,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,bc6e544a,2.0,1.0,7.0,1.0,270.0
240,Louicius Deedson,MF,ht Haiti,25-156,1.us FC Dallas,2001,3,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f7059bb1,2.0,0.0,0.0,1.0,112.0
241,Hannes Delcroix,DF,ht Haiti,27-139,1.ch Lugano,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b737f944,0.0,0.0,3.0,4.0,270.0
242,Ousmane Dembélé,MF,fr France,29-063,1.fr PSG,1997,7,7,547,6.1,5,2,7,5,0,0,0,0,0.82,0.33,1.15,0.82,1.15,Matches,b19db005,20.0,10.0,2.0,0.0,547.0
243,Merih Demiral,DF,tr Türkiye,28-134,1.sa Al-Ahli,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e3cceee6,6.0,2.0,1.0,1.0,180.0
244,Ermedin Demirović,FW,ba Bosnia–Herz,28-114,1.de Stuttgart,1998,4,4,354,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ed79b7d3,4.0,4.0,1.0,1.0,354.0
245,Sergiño Dest,MF,us United States,25-256,1.nl PSV,2000,5,4,297,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5976f83e,3.0,1.0,1.0,5.0,297.0
246,Frans Dhia Putros,DF,iq Iraq,33-003,1.id Persib Bandung,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0102aa7e,0.0,0.0,2.0,2.0,90.0
